STATE|STATEFP|COUNTYFP|COUNTYNAME|PLACEFP|PLACENS|PLACENAME|TYPE|CLASSFP|FUNCSTAT
KS|20|169|Saline County|08575|02393434|Brookville city|INCORPORATED PLACE|C1|A
KS|20|169|Saline County|22900|02583499|Falun CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|169|Saline County|29250|02394263|Gypsum city|INCORPORATED PLACE|C1|A
KS|20|169|Saline County|37200|02583506|Kipp CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|169|Saline County|45875|02806526|Mentor CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|169|Saline County|50300|02395189|New Cambria city|INCORPORATED PLACE|C1|A
KS|20|169|Saline County|62700|00485649|Salina city|INCORPORATED PLACE|C5|A
KS|20|169|Saline County|66100|02395904|Smolan city|INCORPORATED PLACE|C1|A
KS|20|169|Saline County|66275|02395908|Solomon city|INCORPORATED PLACE|C1|A
KS|20|171|Scott County|63600|02396558|Scott City city|INCORPORATED PLACE|C5|A
KS|20|171|Scott County|64200|02804532|Shallow Water CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|173|Sedgwick County|01775|02393951|Andale city|INCORPORATED PLACE|C1|A
KS|20|173|Sedgwick County|05337|00485545|Bel Aire city|INCORPORATED PLACE|C5|A
KS|20|173|Sedgwick County|06125|02394139|Bentley city|INCORPORATED PLACE|C1|A
KS|20|173|Sedgwick County|12775|02393815|Cheney city|INCORPORATED PLACE|C1|A
KS|20|173|Sedgwick County|13925|02393555|Clearwater city|INCORPORATED PLACE|C1|A
KS|20|173|Sedgwick County|15100|02393614|Colwich city|INCORPORATED PLACE|C1|A
KS|20|173|Sedgwick County|17800|02394521|Derby city|INCORPORATED PLACE|C1|A
KS|20|173|Sedgwick County|19300|02394608|Eastborough city|INCORPORATED PLACE|C1|A
KS|20|173|Sedgwick County|24975|02804533|Furley CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|173|Sedgwick County|25375|02394853|Garden Plain city|INCORPORATED PLACE|C1|A
KS|20|173|Sedgwick County|26725|02394919|Goddard city|INCORPORATED PLACE|C1|A
KS|20|173|Sedgwick County|28700|02804534|Greenwich CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|173|Sedgwick County|31125|02394335|Haysville city|INCORPORATED PLACE|C1|A
KS|20|173|Sedgwick County|36225|02395497|Kechi city|INCORPORATED PLACE|C1|A
KS|20|173|Sedgwick County|43675|02583507|McConnell AFB CDP|CENSUS DESIGNATED PLACE|M2|S
KS|20|173|Sedgwick County|44200|02395820|Maize city|INCORPORATED PLACE|C1|A
KS|20|173|Sedgwick County|48900|02395122|Mount Hope city|INCORPORATED PLACE|C1|A
KS|20|173|Sedgwick County|49100|02395137|Mulvane city|INCORPORATED PLACE|C1|A
KS|20|173|Sedgwick County|51810|02393164|Oaklawn-Sunview CDP|CENSUS DESIGNATED PLACE|U2|S
KS|20|173|Sedgwick County|54450|02396145|Park City city|INCORPORATED PLACE|C1|A
KS|20|173|Sedgwick County|55175|02804535|Peck CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|173|Sedgwick County|62375|02804536|St. Marks CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|173|Sedgwick County|63800|02396570|Sedgwick city|INCORPORATED PLACE|C1|A
KS|20|173|Sedgwick County|73250|02397111|Valley Center city|INCORPORATED PLACE|C1|A
KS|20|173|Sedgwick County|74025|02397149|Viola city|INCORPORATED PLACE|C1|A
KS|20|173|Sedgwick County|79000|00485662|Wichita city|INCORPORATED PLACE|C5|A
KS|20|175|Seward County|37325|02395552|Kismet city|INCORPORATED PLACE|C1|A
KS|20|175|Seward County|39825|00485613|Liberal city|INCORPORATED PLACE|C5|A
KS|20|177|Shawnee County|03250|02394025|Auburn city|INCORPORATED PLACE|C1|A
KS|20|177|Shawnee County|61400|02396438|Rossville city|INCORPORATED PLACE|C1|A
KS|20|177|Shawnee County|65600|02395889|Silver Lake city|INCORPORATED PLACE|C1|A
KS|20|177|Shawnee County|70075|02804537|Tecumseh CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|177|Shawnee County|71000|00485655|Topeka city|INCORPORATED PLACE|C5|A
KS|20|177|Shawnee County|74425|02629183|Wakarusa CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|177|Shawnee County|79250|02397313|Willard city|INCORPORATED PLACE|C1|A
KS|20|179|Sheridan County|33350|02394432|Hoxie city|INCORPORATED PLACE|C1|A
KS|20|179|Sheridan County|63875|02396571|Selden city|INCORPORATED PLACE|C1|A
KS|20|181|Sherman County|19925|02804538|Edson CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|181|Sherman County|26875|00485583|Goodland city|INCORPORATED PLACE|C5|A
KS|20|181|Sherman County|35975|02395491|Kanorado city|INCORPORATED PLACE|C1|A
KS|20|183|Smith County|03025|02394011|Athol city|INCORPORATED PLACE|C1|A
KS|20|183|Smith County|11325|02393773|Cedar city|INCORPORATED PLACE|C1|A
KS|20|183|Smith County|26000|02394869|Gaylord city|INCORPORATED PLACE|C1|A
KS|20|183|Smith County|36550|02395511|Kensington city|INCORPORATED PLACE|C1|A
KS|20|183|Smith County|39100|02395665|Lebanon city|INCORPORATED PLACE|C1|A
KS|20|183|Smith County|65925|02395900|Smith Center city|INCORPORATED PLACE|C1|A
KS|20|185|Stafford County|33400|02394439|Hudson city|INCORPORATED PLACE|C1|A
KS|20|185|Stafford County|43850|02395800|Macksville city|INCORPORATED PLACE|C1|A
KS|20|185|Stafford County|58300|02396306|Radium city|INCORPORATED PLACE|C1|A
KS|20|185|Stafford County|62275|02396496|St. John city|INCORPORATED PLACE|C1|A
KS|20|185|Stafford County|64100|02396579|Seward city|INCORPORATED PLACE|C1|A
KS|20|185|Stafford County|67775|02395948|Stafford city|INCORPORATED PLACE|C1|A
KS|20|187|Stanton County|06575|02804539|Big Bow CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|187|Stanton County|35600|02395473|Johnson City city|INCORPORATED PLACE|C1|A
KS|20|187|Stanton County|44375|02395836|Manter city|INCORPORATED PLACE|C1|A
KS|20|189|Stevens County|33425|02394441|Hugoton city|INCORPORATED PLACE|C1|A
KS|20|189|Stevens County|48600|02395416|Moscow city|INCORPORATED PLACE|C1|A
KS|20|191|Sumner County|02250|02393981|Argonia city|INCORPORATED PLACE|C1|A
KS|20|191|Sumner County|05500|02394114|Belle Plaine city|INCORPORATED PLACE|C1|A
KS|20|191|Sumner County|09900|00485550|Caldwell city|INCORPORATED PLACE|C5|A
KS|20|191|Sumner County|15325|02393624|Conway Springs city|INCORPORATED PLACE|C1|A
KS|20|191|Sumner County|26200|02394886|Geuda Springs city|INCORPORATED PLACE|C1|A
KS|20|191|Sumner County|33500|02394449|Hunnewell city|INCORPORATED PLACE|C1|A
KS|20|191|Sumner County|45275|02395051|Mayfield city|INCORPORATED PLACE|C1|A
KS|20|191|Sumner County|46450|02395321|Milan city|INCORPORATED PLACE|C1|A
KS|20|191|Sumner County|46925|02629165|Milton CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|191|Sumner County|49100|02395137|Mulvane city|INCORPORATED PLACE|C1|A
KS|20|191|Sumner County|53850|02396118|Oxford city|INCORPORATED PLACE|C1|A
KS|20|191|Sumner County|55175|02804535|Peck CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|191|Sumner County|66650|02395916|South Haven city|INCORPORATED PLACE|C1|A
KS|20|191|Sumner County|76475|00485658|Wellington city|INCORPORATED PLACE|C5|A
KS|20|193|Thomas County|08425|02393413|Brewster city|INCORPORATED PLACE|C1|A
KS|20|193|Thomas County|14650|00485557|Colby city|INCORPORATED PLACE|C5|A
KS|20|193|Thomas County|26050|02394870|Gem city|INCORPORATED PLACE|C1|A
KS|20|193|Thomas County|39700|02629163|Levant CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|193|Thomas County|45750|02395099|Menlo city|INCORPORATED PLACE|C1|A
KS|20|193|Thomas County|51825|02395293|Oakley city|INCORPORATED PLACE|C1|A
KS|20|193|Thomas County|59125|02396356|Rexford city|INCORPORATED PLACE|C1|A
KS|20|195|Trego County|14900|02393599|Collyer city|INCORPORATED PLACE|C1|A
KS|20|195|Trego County|52225|02806535|Ogallah CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|195|Trego County|74450|02397166|WaKeeney city|INCORPORATED PLACE|C1|A
KS|20|197|Wabaunsee County|01350|02393926|Alma city|INCORPORATED PLACE|C1|A
KS|20|197|Wabaunsee County|01575|02393931|Alta Vista city|INCORPORATED PLACE|C1|A
KS|20|197|Wabaunsee County|21650|02394701|Eskridge city|INCORPORATED PLACE|C1|A
KS|20|197|Wabaunsee County|30575|02394319|Harveyville city|INCORPORATED PLACE|C1|A
KS|20|197|Wabaunsee County|43775|02395066|McFarland city|INCORPORATED PLACE|C1|A
KS|20|197|Wabaunsee County|44500|02395839|Maple Hill city|INCORPORATED PLACE|C1|A
KS|20|197|Wabaunsee County|50250|02804544|Newbury CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|197|Wabaunsee County|54950|02396166|Paxico city|INCORPORATED PLACE|C1|A
KS|20|197|Wabaunsee County|62400|02396507|St. Marys city|INCORPORATED PLACE|C1|A
KS|20|197|Wabaunsee County|74225|02804543|Wabaunsee CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|197|Wabaunsee County|75325|02397188|Wamego city|INCORPORATED PLACE|C1|A
KS|20|197|Wabaunsee County|79250|02397313|Willard city|INCORPORATED PLACE|C1|A
KS|20|199|Wallace County|64375|02395858|Sharon Springs city|INCORPORATED PLACE|C1|A
KS|20|199|Wallace County|74750|02397178|Wallace city|INCORPORATED PLACE|C1|A
KS|20|199|Wallace County|76675|02629186|Weskan CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|201|Washington County|04250|02394063|Barnes city|INCORPORATED PLACE|C1|A
KS|20|201|Washington County|14200|02393563|Clifton city|INCORPORATED PLACE|C1|A
KS|20|201|Washington County|28625|02394991|Greenleaf city|INCORPORATED PLACE|C1|A
KS|20|201|Washington County|29400|02394265|Haddam city|INCORPORATED PLACE|C1|A
KS|20|201|Washington County|29875|02394289|Hanover city|INCORPORATED PLACE|C1|A
KS|20|201|Washington County|32650|02394403|Hollenberg city|INCORPORATED PLACE|C1|A
KS|20|201|Washington County|41425|02395720|Linn city|INCORPORATED PLACE|C1|A
KS|20|201|Washington County|44150|02395816|Mahaska city|INCORPORATED PLACE|C1|A
KS|20|201|Washington County|48450|02395413|Morrowville city|INCORPORATED PLACE|C1|A
KS|20|201|Washington County|54200|02396130|Palmer city|INCORPORATED PLACE|C1|A
KS|20|201|Washington County|73950|02397147|Vining city|INCORPORATED PLACE|C1|A
KS|20|201|Washington County|75825|00485656|Washington city|INCORPORATED PLACE|C5|A
KS|20|203|Wichita County|39550|02395684|Leoti city|INCORPORATED PLACE|C1|A
KS|20|203|Wichita County|44600|02629164|Marienthal CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|205|Wilson County|01625|02393940|Altoona city|INCORPORATED PLACE|C1|A
KS|20|205|Wilson County|06000|02394132|Benedict city|INCORPORATED PLACE|C1|A
KS|20|205|Wilson County|09150|02393456|Buffalo city|INCORPORATED PLACE|C1|A
KS|20|205|Wilson County|16150|02393658|Coyville city|INCORPORATED PLACE|C1|A
KS|20|205|Wilson County|24575|00485576|Fredonia city|INCORPORATED PLACE|C5|A
KS|20|205|Wilson County|37675|02804545|Lafontaine CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|205|Wilson County|49650|00485628|Neodesha city|INCORPORATED PLACE|C5|A
KS|20|205|Wilson County|50150|02395182|New Albany city|INCORPORATED PLACE|C1|A
KS|20|207|Woodson County|49825|02395173|Neosho Falls city|INCORPORATED PLACE|C1|A
KS|20|207|Woodson County|56000|02629168|Piqua CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|207|Woodson County|71050|02397039|Toronto city|INCORPORATED PLACE|C1|A
KS|20|207|Woodson County|80700|00485664|Yates Center city|INCORPORATED PLACE|C5|A
KS|20|209|Wyandotte County|07975|00485548|Bonner Springs city|INCORPORATED PLACE|C5|A
KS|20|209|Wyandotte County|20000|00485566|Edwardsville city|INCORPORATED PLACE|C5|A
KS|20|209|Wyandotte County|36000|00485601|Kansas City city|INCORPORATED PLACE|C5|A
KS|20|209|Wyandotte County|37975|00485605|Lake Quivira city|INCORPORATED PLACE|C5|A
